name,city,label_id,address,imgsUrl,score,averagePrice,lat,lng
水陆庵,1,"[""宗教寺院""]",蓝田县普化镇杨斜村,http://zxwpic.weiyoutong.com/b295c51e-4dd2-4100-a0db-732d741fc3ac.jpg,4.4,,34.13707600000001,109.397867
草堂寺,1,"[""宗教寺院""]",户县草堂镇,http://zxwpic.weiyoutong.com/d02fcafa-0c32-4131-be91-54f73922b777.JPG,4.2,,34.046868,108.716616
乐华欢乐世界,1,"[""都市玩乐""]",泾河新城沣泾大道东段1号,http://zxwpic.weiyoutong.com/b4be7b8a-54d9-41b7-86d9-8f23d609883e.jpg,4.6,,34.4727182,108.9202831
西安沣东现代都市农业博览园,1,"[""都市玩乐""]",沣东新城沣泾大道,http://zxwpic.weiyoutong.com/eed4c04b-aeaf-4a59-8d5a-c1cd12d38d24.jpg,4.4,
朱雀国家森林公园,1,"[""自然生态""]",户县涝峪,http://zxwpic.weiyoutong.com/7842396b-f0dc-43c0-bb70-55b96f07e6df.JPG,4.3,,33.96850300000001,108.529048
西安汤峪旅游度假区,1,"[""滑雪泡汤""]",蓝田汤峪镇,http://zxwpic.weiyoutong.com/3a080bfe-5845-4995-b328-2f625d80e6d5.jpg,4.2,,34.019342,109.217823
西安市王顺山景区,1,"[""自然生态""]",蓝田县蓝桥镇安子沟村,http://zxwpic.weiyoutong.com/2f42639f-af62-4732-b464-dc2d70bf1f73.jpg,4.1,,34.071744,109.474032
西安浐灞国家湿地公园,1,"[""自然生态""]",浐灞生态区启源三路1号,http://zxwpic.weiyoutong.com/6a8fa84b-bb4c-4a64-be90-abc7ecae8573.jpg,4.4,,34.4087335,109.0005085
陕西历史博物馆,1,"[""历史人文""]",小寨东路91号,http://zxwpic.weiyoutong.com/8a31f3b4-e0ff-46b3-a23c-039a2331f952.jpg,4.7,,34.223093,108.959029
西安碑林博物馆,1,"[""历史人文""]",碑林区三学街15号,http://zxwpic.weiyoutong.com/2ab9e8be-8775-4eac-9931-ed3ab0ed62b6.jpg,4.7,,34.252315,108.953176
秦灞庄园,1,"[""都市玩乐""]",灞桥区狄寨街道办夏塘路塘村,http://zxwpic.weiyoutong.com/e83c3e70-e355-4892-8cf4-bacd24205824.jpg,0.0,,34.272953,109.064691
昆明池,1,"[""都市玩乐""]",长安区鱼斗路附近,http://zxwpic.weiyoutong.com/5aba0c93-571c-4f1e-a165-6204a956d744.JPEG,4.0,,34.2186502,108.8054951
钟楼,1,"[""历史人文""]",西安市市中心,http://zxwpic.weiyoutong.com/08e4ee76-dd8b-418e-b765-e24b276cc62d.jpg,4.5,122.0,34.342081,108.940802
香积寺,1,"[""宗教寺院""]",长安区郭杜街办香积寺村　,http://zxwpic.weiyoutong.com/5f6ef52b-a6cc-4da7-94a4-bc01c845797f.png,4.4,,34.123415,108.894922
终南山古观音禅寺,1,"[""宗教寺院""]",长安区东大街办罗汉洞村古观音禅寺,http://zxwpic.weiyoutong.com/d9d08083-a800-4be2-853b-1b71d9983c4e.jpg,0.0,,34.026041,108.792026
曲江池遗址公园,1,"[""都市玩乐""]",曲江池遗址公园,http://zxwpic.weiyoutong.com/f6f2d81d-0eeb-44e1-89b3-c2ab652786bb.jpg,4.5,,34.200465,108.985366
都城隍庙,1,"[""宗教寺院""]",西大街都城隍庙道观 ,http://zxwpic.weiyoutong.com/5eeca23c-f2c0-46e5-b31d-ce3b205710b3.jpg,4.3,,34.259808,108.937349
楼观台国家森林公园,1,"[""自然生态""]",周至县楼观台,http://zxwpic.weiyoutong.com/5d8fe686-97fc-4597-96b9-234da67c5c18.jpg,4.2,,34.062917,108.329633
西安老钢厂创意园,1,"[""都市玩乐""]",新城区幸福南路109号,http://zxwpic.weiyoutong.com/224f51c0-63ac-481f-bf19-c5324d380b5b.jpg,0.0,,34.2487992,109.0161099
西安事变纪念馆,1,"[""红色旅游""]",碑林区建国路69号,http://zxwpic.weiyoutong.com/75599abe-78bc-4c63-acbb-d55b364234d5.jpg,4.5,,34.257287,108.966994
仙游寺,1,"[""宗教寺院""]",周至县马召镇黑水峪口,http://zxwpic.weiyoutong.com/50c6603a-152d-4bbf-86eb-99e036dc55bb.jpg,3.9,,34.0647,108.199531
青华山,1,"[""自然生态""]",长安区滦镇街道二道桥村,http://zxwpic.weiyoutong.com/0e28ea8d-3b79-4a6f-b123-1b96f3e5fef3.jpg,4.0,,34.065271,108.826969
鼓楼,1,"[""历史人文""]",西安市钟楼西北方向,http://zxwpic.weiyoutong.com/1cb6be3b-d4fe-4fa5-9c10-b57b4c620c1e.jpg,4.5,,34.2649,108.96076
汪锋故居纪念馆,1,"[""红色旅游""]",蓝田九间房镇街子村,http://zxwpic.weiyoutong.com/16131a12-4cf4-4993-97df-6de27b815068.jpg,3.0,,34.186083,109.510732
革命公园,1,"[""红色旅游""]",新城区西五路53号 ,http://zxwpic.weiyoutong.com/964ff479-7269-4571-bb66-b29b7b605917.jpg,4.2,,34.271394,108.959054
